,Дата,Доллар США,Евро,Фунт стерлингов,Китайский юань,Японская йена,value_RUB,value_USD,value_EUR,value_GBP,value_JPY,value_CNY
0,12.05.2023,"75,8846","82,8877","95,7512","10,9119","56,5881","7,50",5.06143,,4.6877,,1.32
1,11.05.2023,"76,6929","84,1498","96,7251","11,0390","56,7465","7,50",5.06171,,4.681,,1.102
2,05.05.2023,"78,6139","86,9986","98,5268","11,3488","57,1654","7,50",5.05986,,4.6336,,1.234
3,04.05.2023,"79,3071","87,5750","98,9118","11,4456","57,6695","7,50",5.05871,,4.6337,,1.658
4,03.05.2023,"79,9609","87,6556","100,4789","11,4884","58,1449","7,50",4.81086,,4.6232,,
5,28.04.2023,"81,5601","90,2023","101,7218","11,7609","61,0160","7,50",4.811,,4.6199,,2.134
6,27.04.2023,"81,6274","90,1436","101,2343","11,7626","61,0344","7,50",4.81014,,4.6086,,0.868
7,26.04.2023,"81,5499","90,0332","101,5786","11,7664","60,7267","7,50",4.79571,,4.5919,,1.217
8,25.04.2023,"81,2745","89,4589","100,7641","11,7700","60,6164","7,50",4.80071,,4.6031,,1.683
9,21.04.2023,"81,6188","89,4638","101,6154","11,8470","60,5391","7,50",4.80671,,4.5865,,2.272
10,20.04.2023,"81,6549","89,3736","101,4807","11,8178","60,8911","7,50",4.80671,,4.5902,,2.207
11,19.04.2023,"81,6028","89,5713","100,9019","11,8482","60,7073","7,50",4.80671,,4.6016,,2.13
12,18.04.2023,"81,6279","89,6590","101,5778","11,8520","60,9846","7,50",4.80871,,4.5313,,2.047
13,14.04.2023,"81,6758","90,0035","101,8171","11,8566","61,3090","7,50",4.81471,,4.4909,,1.605
14,13.04.2023,"82,0934","89,7599","102,0503","11,9142","61,3782","7,50",4.81214,,4.4835,,1.326
15,12.04.2023,"82,1799","89,7271","102,1825","11,9248","61,5949","7,50",4.81486,,4.4804,,1.39
16,11.04.2023,"81,7441","89,1737","101,7714","11,8746","61,6471","7,50",4.81629,,4.4663,,1.421
17,07.04.2023,"80,6713","88,1294","100,4358","11,7039","61,5342","7,50",,,,,1.374
18,06.04.2023,"79,4961","87,0954","99,4973","11,5445","60,4441","7,50",4.80971,,4.4378,,1.34
19,05.04.2023,"79,3563","86,7207","98,3780","11,5308","59,8599","7,50",4.80929,,4.4393,,
20,04.04.2023,"77,9510","84,6185","96,3786","11,3028","58,5922","7,50",4.81171,,4.4343,,1.103
21,31.03.2023,"77,0863","83,7639","94,9009","11,1847","58,1696","7,50",4.80086,,4.418,,1.838
22,30.03.2023,"76,9781","83,4859","94,8909","11,1622","58,6410","7,50",4.81143,,4.4129,,0.836
23,29.03.2023,"76,5939","82,7750","94,0114","11,1127","58,6253","7,50",4.81157,,4.4042,,0.901
24,28.03.2023,"76,5662","82,2913","93,5945","11,1098","58,6041","7,50",4.811,,4.4119,,1.121
25,24.03.2023,"76,3072","83,1452","93,3390","11,1662","58,3165","7,50",4.80886,,4.3538,,1.288
26,23.03.2023,"76,9561","82,9670","93,8557","11,1547","58,1064","7,50",4.80714,,4.3677,,1.558
27,22.03.2023,"76,8373","82,5428","94,1641","11,1652","57,9467","7,50",4.55857,,4.3873,,2.024
28,21.03.2023,"77,2422","82,3736","93,7720","11,2057","58,2520","7,50",4.56057,,4.2427,,2.459
29,17.03.2023,"76,4095","81,1418","91,9053","11,0485","57,6458","7,50",4.56086,,4.2399,,2.262
30,16.03.2023,"75,7457","80,8763","92,0007","10,9704","56,2872","7,50",4.55086,,4.2375,,2.294
31,15.03.2023,"75,1927","80,5192","91,4268","10,9296","56,5146","7,50",4.55971,,4.2448,,2.109
32,14.03.2023,"75,4609","80,6102","91,3228","10,9313","56,1758","7,50",4.55357,,4.26,,1.829
33,10.03.2023,"75,9028","80,1372","89,8461","10,8623","55,3954","7,50",4.55714,,4.3433,,1.829
34,08.03.2023,"75,4577","80,5496","90,5643","10,8672","55,4469",,4.55814,,4.3608,,1.648
35,07.03.2023,"75,4728","80,2353","90,3938","10,8754","55,5519","7,50",4.56229,,4.3201,,1.436
36,03.03.2023,"75,4729","80,1897","90,6203","10,9089","55,2915","7,50",4.55957,,4.3061,,1.291
37,02.03.2023,"75,2513","80,1008","91,1067","10,9077","55,1858","7,50",4.55929,,4.2946,,1.62
38,01.03.2023,"74,8932","79,5134","90,1040","10,7467","54,9514","7,50",4.55714,,4.3336,,2.087
39,28.02.2023,"75,4323","79,6230","90,0737","10,7928","55,4038","7,50",4.55329,,4.3247,,2.083
40,23.02.2023,"74,7087","79,5716","90,6889","10,8398","55,4219",,4.56457,,4.2612,,1.475
41,22.02.2023,"74,8596","79,7588","90,0411","10,8562","55,7613","7,50",4.55686,,4.2528,,1.765
42,21.02.2023,"74,0432","79,1330","88,8370","10,7797","55,0835","7,50",4.55986,,4.2393,,2.195
43,17.02.2023,"74,7638","79,9764","89,7390","10,8855","55,7731","7,50",4.55686,,4.2044,,2.115
44,16.02.2023,"74,2077","79,5654","90,2069","10,8473","55,9088","7,50",4.55814,,4.1881,,2.005
45,15.02.2023,"73,8645","79,3355","89,6493","10,8227","55,8395","7,50",4.56186,,4.2013,,1.902
46,14.02.2023,"73,6307","78,6710","88,9017","10,7717","55,9079","7,50",4.55943,,4.2125,,1.576
47,10.02.2023,"72,8949","78,3223","88,0352","10,7524","55,4123","7,50",4.55929,,4.1779,,1.865
48,09.02.2023,"71,5763","76,8344","85,9989","10,5391","54,6843","7,50",4.55857,,4.1673,,2.318
49,08.02.2023,"70,8924","75,9087","85,1630","10,4331","53,4876","7,50",4.55514,,4.1656,,2.365
50,07.02.2023,"70,5991","76,0347","85,4602","10,3815","53,3427","7,50",4.55329,,4.1643,,2.241
51,03.02.2023,"70,0414","76,9564","86,3330","10,4037","54,5494","7,50",4.55271,,4.1553,,1.262
52,02.02.2023,"70,1217","76,2245","86,2988","10,3905","53,9938","7,50",4.54657,,4.131,,1.635
53,01.02.2023,"70,5174","76,3004","87,2935","10,4259","54,0736","7,50",4.29686,,4.1374,,2.119
54,31.01.2023,"69,5927","75,7799","86,0027","10,3077","53,5082","7,50",4.29843,,4.1249,,1.988
55,27.01.2023,"69,1263","75,3348","85,4263","10,2491","53,5075","7,50",4.30471,,4.1003,,
56,26.01.2023,"68,9573","74,9564","84,9209","10,1479","52,9016","7,50",4.30457,,4.0969,,
57,25.01.2023,"68,7529","74,6948","85,0336","10,1110","52,7408","7,50",4.308,,4.0732,,
58,24.01.2023,"68,6288","74,7307","84,8870","10,1125","53,0813","7,50",4.30857,,4.0724,,
59,20.01.2023,"68,8467","74,4058","85,3286","10,1320","53,6189","7,50",4.30514,,4.0551,,1.834
60,19.01.2023,"68,8728","74,5882","84,5758","10,1751","53,4561","7,50",4.30943,,4.055,,1.656
61,18.01.2023,"68,6644","74,2646","83,8118","10,1146","53,3481","7,50",4.31043,,4.0434,,1.933
62,17.01.2023,"68,2892","73,8298","83,4153","10,1368","53,4972","7,50",4.31657,,4.0228,,1.852
63,13.01.2023,"67,7775","72,7908","82,2141","10,0016","51,3855","7,50",4.31371,,3.9752,,1.242
64,12.01.2023,"69,0202","74,1361","83,8457","10,1396","52,1458","7,50",4.31314,,3.9648,,1.465
65,11.01.2023,"69,6094","74,5438","84,8747","10,2200","52,8144","7,50",4.31329,,3.9687,,1.426
66,10.01.2023,"70,3002","75,0785","84,6907","10,2867","52,6042","7,50",4.30871,,3.9631,,1.116
67,30.12.2022,"71,9778","76,0765","86,6397","10,1306","53,7028","7,50",4.318,,3.874,-0.06005,1.957
68,29.12.2022,"71,3261","75,6600","85,8053","10,1469","53,2682","7,50",4.31186,,3.8624,-0.06005,0.441
69,28.12.2022,"69,9346","74,1829","84,1313","99,4575","52,5113","7,50",4.31643,,3.8557,-0.06005,0.522
70,27.12.2022,"68,4487","72,6226","82,3438","97,3334","51,6594","7,50",,,,,0.632
71,23.12.2022,"72,1306","76,6446","87,3429","10,2600","54,7356","7,50",4.31671,,3.8095,-0.06005,0.585
72,22.12.2022,"70,5256","75,0914","85,6110","10,0836","53,5380","7,50",4.315,,3.8035,-0.06005,0.783
73,21.12.2022,"69,0037","73,3389","83,7015","98,7901","51,8396","7,50",4.32057,,3.7952,-0.06005,0.921
74,20.12.2022,"66,3474","70,6196","80,6320","94,9964","48,7275","7,50",4.31543,,3.7945,-0.06005,1.166
75,16.12.2022,"64,3015","68,4470","79,7596","92,0786","47,5006","7,50",4.317,,3.7792,-0.06005,1.224
76,15.12.2022,"63,3590","67,4478","78,5335","91,0864","46,7491","7,50",4.31829,,3.7963,-0.06005,1.223
77,14.12.2022,"63,2120","66,7017","77,4537","90,3731","45,8723","7,50",3.81586,,3.7942,-0.06005,1.199
78,13.12.2022,"62,7674","66,2700","77,1725","89,8436","45,8927","7,50",3.81786,,3.8172,-0.06005,1.032
79,09.12.2022,"62,5722","65,6762","76,3256","89,7431","45,8169","7,50",3.818,,3.7555,-0.06005,1.071
80,08.12.2022,"62,9372","65,8966","76,9281","89,9043","45,8492","7,50",3.82,,3.7323,-0.06005,1.064
81,07.12.2022,"62,9103","66,1087","76,8638","89,6835","46,0881","7,50",3.82014,,3.7321,-0.06005,1.007
82,06.12.2022,"62,1849","65,5205","75,9651","89,3117","46,1723","7,50",3.81729,,3.7239,-0.06005,1.043
83,02.12.2022,"61,1479","63,8279","72,8394","86,3709","44,8792","7,50",3.81543,,3.6778,-0.06005,1.157
84,01.12.2022,"60,8803","63,0504","73,0685","85,3746","43,8619","7,50",3.824,,3.6793,-0.06005,1.458
85,30.11.2022,"61,0742","63,3882","73,5333","84,8798","43,9857","7,50",3.82314,,3.6827,-0.06005,1.515
86,29.11.2022,"60,7520","63,3008","73,4795","84,1256","43,6876","7,50",3.81743,,3.6568,-0.06005,1.023
87,25.11.2022,"60,3866","62,7814","72,8564","84,3800","43,4592","7,50",3.812,,3.6359,-0.06005,1.021
88,24.11.2022,"60,5043","62,2850","71,8791","84,3616","42,5937","7,50",,,3.5979,-0.06005,1.044
89,23.11.2022,"60,6566","62,1774","71,4899","84,7222","42,7009","7,50",3.81886,,3.5992,-0.06005,1.039
90,22.11.2022,"60,7379","62,1245","72,4421","84,7557","43,2945","7,50",3.81843,,3.5862,-0.06005,0.871
91,18.11.2022,"60,3894","62,5712","71,7970","84,4679","43,3085","7,50",3.81214,,3.5706,-0.06005,1.364
92,17.11.2022,"60,3484","62,6675","71,7844","85,0026","43,2512","7,50",3.81271,,3.5504,-0.06005,1.699
93,16.11.2022,"60,3116","62,6297","70,7395","85,3691","42,9631","7,50",3.81729,,3.56,-0.06005,1.936
94,15.11.2022,"60,3982","62,1554","71,1128","85,4248","43,2652","7,50",3.81357,,3.5292,-0.06005,1.853
95,11.11.2022,"61,2434","61,0037","69,6582","84,0456","41,8529","7,50",,,3.4687,-0.06005,1.704
96,10.11.2022,"61,0611","61,2445","70,6111","83,9724","41,9030","7,50",3.81486,,3.4697,-0.06005,1.826
97,09.11.2022,"60,9774","60,8231","69,9167","83,6997","41,6228","7,50",3.81214,,3.4658,-0.06005,1.808
98,08.11.2022,"61,2367","60,9013","69,0566","84,3154","41,6520","7,50",3.81557,,3.4536,-0.06005,1.756
99,04.11.2022,"62,0955","60,6071","71,1801","84,3037","42,0872",,3.81629,,3.4326,-0.06005,1.386
100,03.11.2022,"61,6175","60,9216","70,6137","84,2847","41,7633","7,50",3.81329,,3.379,-0.06005,1.324
101,02.11.2022,"61,4275","60,9668","70,7276","84,0548","41,3014","7,50",3.06314,,3.3647,-0.06005,1.755
102,01.11.2022,"61,6229","61,1196","71,4333","83,9469","41,5697","7,50",3.05886,,3.3583,-0.06005,1.843
103,28.10.2022,"61,3589","61,5718","71,1763","84,3967","41,9950","7,50",3.06386,,3.3401,-0.06005,1.327
104,27.10.2022,"61,4277","61,5682","70,3839","84,7845","41,4604","7,50",3.06329,,3.3194,-0.06005,1.764
105,26.10.2022,"61,3326","60,4648","69,3917","83,2416","41,1628","7,50",3.06086,,3.3674,-0.06005,1.775
106,25.10.2022,"61,1629","60,1575","68,0498","83,2169","41,8924","7,50",3.06271,,3.3817,-0.06005,1.763
107,21.10.2022,"61,5018","60,4371","69,2510","84,5185","41,0203","7,50",3.06686,,3.38,-0.06005,1.23
108,20.10.2022,"61,5905","60,1086","69,7328","84,5711","41,2860","7,50",3.06114,,3.3657,-0.06005,1.154
109,19.10.2022,"61,7032","60,5300","70,5514","85,0975","41,4394","7,50",3.06057,,3.3977,-0.06005,1.116
110,18.10.2022,"61,7634","60,5608","69,4900","85,2304","41,5691","7,50",3.06229,,3.4031,-0.06005,1.134
111,14.10.2022,"63,4917","62,5903","70,2980","87,0486","43,2358","7,50",3.06614,,3.4213,-0.06005,1.133
112,13.10.2022,"63,7559","62,5867","70,6607","86,6980","43,6147","7,50",3.06171,,3.4884,-0.06005,1.182
113,12.10.2022,"63,6840","62,3481","70,3581","87,5241","43,7000","7,50",3.06457,,3.4937,-0.06005,1.155
114,11.10.2022,"62,3126","60,8019","69,2729","86,1548","42,9683","7,50",3.05943,,3.4937,-0.06005,1.183
115,07.10.2022,"60,2534","58,2392","67,7549","85,9078","41,6748","7,50",3.06629,,3.4153,-0.06005,
116,06.10.2022,"59,4043","58,0613","67,7447","83,6370","41,2730","7,50",3.05871,,3.3563,-0.04632,
117,05.10.2022,"58,7913","56,1725","66,3166","81,8230","40,6298","7,50",3.05643,,3.2988,-0.04632,
118,04.10.2022,"57,5664","54,3947","64,3017","81,3315","39,7421","7,50",3.06843,,3.2535,-0.04632,
119,30.09.2022,"57,4130","55,4064","61,6903","79,8495","39,7735","7,50",3.06514,,3.3444,,2.081
120,29.09.2022,"58,4485","55,7232","62,9724","80,7200","40,4041","7,50",3.061,,3.6049,,0.964
121,28.09.2022,"58,1756","55,9953","62,7540","81,0556","40,2739","7,50",3.064,,3.5,,1.27
122,27.09.2022,"57,9990","55,9278","63,2015","80,9047","40,2771","7,50",3.064,,3.4136,,1.399
123,23.09.2022,"59,8318","58,9388","67,8074","84,3825","41,4204","7,50",3.06943,,2.8031,-0.04632,1.465
124,22.09.2022,"60,8685","60,2110","69,4814","86,0242","42,3580","7,50",3.07171,,2.9122,-0.04632,1.461
125,21.09.2022,"60,0158","60,0507","68,6041","85,4169","41,9017","7,50",2.31971,,2.8822,-0.04632,1.468
126,20.09.2022,"60,1662","60,0426","69,1310","85,5472","42,0684","7,50",2.31543,,2.8659,-0.04632,1.458
127,16.09.2022,"59,6663","59,6196","69,0936","85,4232","41,6519","8,00",2.31557,,2.7557,-0.04632,1.294
128,15.09.2022,"59,7751","59,8368","68,9864","85,6771","41,3812","8,00",2.321,,2.7428,-0.04632,1.226
129,14.09.2022,"60,0676","60,9364","70,3031","86,6164","42,1291","8,00",2.32214,,2.7442,-0.04632,1.173
130,13.09.2022,"60,4568","61,3127","70,0271","87,2525","42,3367","8,00",2.31143,,2.7249,-0.04632,1.171
131,09.09.2022,"60,8010","60,6952","69,7205","87,3741","42,1060","8,00",2.31457,,2.6742,-0.04632,1.173
132,08.09.2022,"61,1814","60,5458","70,5360","87,5650","42,4517","8,00",2.31071,,2.6747,-0.04632,1.159
133,07.09.2022,"60,8544","60,4929","70,0252","87,4706","43,1591","8,00",2.31243,,2.6882,-0.04632,1.113
134,06.09.2022,"60,9033","60,1408","70,1971","87,8418","43,4093","8,00",2.311,,2.6779,-0.04632,1.069
135,02.09.2022,"60,2370","60,2842","70,1038","87,2835","43,1806","8,00",2.31471,,2.6107,-0.04632,1.175
136,01.09.2022,"60,2386","60,2141","70,0635","87,2611","43,4591","8,00",2.32,,2.5775,-0.04632,1.463
137,31.08.2022,"60,3677","60,5752","71,1856","87,3830","43,5868","8,00",2.31629,,2.5342,-0.04632,1.401
138,30.08.2022,"60,3636","59,9608","71,3860","87,2167","43,4271","8,00",2.30829,,2.5169,-0.04632,1.124
139,26.08.2022,"59,7699","59,5983","70,6361","87,1936","43,6468","8,00",2.30914,,2.4156,-0.04632,1.258
140,25.08.2022,"59,9974","59,5082","71,1089","87,3526","43,8257","8,00",2.32043,,2.3967,-0.04632,1.153
141,24.08.2022,"59,8963","59,3304","70,6177","87,1738","43,6308","8,00",2.32143,,2.4036,-0.04632,1.122
142,23.08.2022,"59,7419","59,5344","70,5253","87,1277","43,5437","8,00",2.31257,,2.3807,-0.04632,1.109
143,19.08.2022,"59,9570","60,8957","72,2122","88,2740","44,4521","8,00",2.32114,,2.3227,-0.04632,1.211
144,18.08.2022,"60,7552","61,8322","73,4834","89,5099","45,2351","8,00",2.31786,,2.2942,-0.04632,1.187
145,17.08.2022,"61,4247","62,3551","74,2010","90,1556","46,1250","8,00",2.31357,,2.2536,-0.04632,1.138
146,16.08.2022,"61,3747","62,5056","74,3739","90,4515","46,1464","8,00",2.97657,,2.1815,-0.04632,1.075
147,12.08.2022,"60,6229","62,5156","74,3176","90,0583","44,8394","8,00",2.31486,,2.1495,-0.04632,1.044
148,11.08.2022,"60,4542","61,7040","73,0770","89,5251","44,7146","8,00",2.324,,2.1232,-0.04632,1.03
149,10.08.2022,"60,3814","61,5542","73,1762","89,5342","44,7734","8,00",2.31629,,2.1166,-0.04632,1.068
150,09.08.2022,"60,3164","61,1615","72,7416","89,6130","44,5468","8,00",2.318,,2.1033,-0.04632,1.018
151,05.08.2022,"60,2580","61,0872","72,9845","89,3362","45,0965","8,00",2.312,,2.0781,-0.04632,1.019
152,04.08.2022,"60,2374","61,1243","73,5981","89,4465","45,0373","8,00",2.30957,,2.0158,-0.04632,1.025
153,03.08.2022,"60,1595","61,2656","73,8939","89,5175","45,9759","8,00",2.31029,,2.0029,-0.05413,1.026
154,02.08.2022,"62,0506","63,2468","75,4659","92,8229","46,8306","8,00",2.30714,,1.9674,-0.05413,1.076
155,29.07.2022,"60,2031","61,2171","72,4303","90,4549","44,4960","8,00",2.32157,,1.9357,-0.05413,1.254
156,28.07.2022,"60,2198","61,0032","72,5287","90,4128","43,9593","8,00",2.30343,,1.9473,-0.05413,1.014
157,27.07.2022,"58,6605","59,4068","70,6566","87,8717","42,9905","8,00",1.56343,,1.9478,-0.05413,1.008
158,26.07.2022,"57,7821","58,6741","69,5696","86,3099","42,3002","8,00",1.55943,,1.9242,-0.05413,1.018
159,22.07.2022,"56,4783","57,1133","67,7627","83,9854","40,7933","9,50",1.56457,,1.8899,-0.05413,1.194
160,21.07.2022,"54,8491","55,8260","65,9670","81,6011","39,7026","9,50",1.56571,,1.9005,-0.05413,1.254
161,20.07.2022,"55,4370","56,4463","66,6685","82,5787","40,1078","9,50",1.56914,,1.8956,-0.05413,1.27
162,19.07.2022,"56,5616","57,1526","67,0538","84,2641","40,7211","9,50",1.56214,,1.904,-0.05413,1.242
163,15.07.2022,"58,2568","58,3432","69,6402","86,3954","42,2151","9,50",1.56514,,1.9005,-0.05413,1.211
164,14.07.2022,"58,5322","58,9002","69,5831","87,2451","42,6868","9,50",1.55814,,1.9023,-0.05413,1.195
165,13.07.2022,"58,8541","58,7643","69,9481","87,9476","42,9122","9,50",1.56129,,1.8068,-0.05142,1.219
166,12.07.2022,"61,3045","61,8056","73,7187","92,1024","44,9282","9,50",1.56829,,1.7772,-0.05142,1.211
167,08.07.2022,"63,1427","64,1349","75,2156","95,9366","46,5311","9,50",1.56057,,1.7602,-0.05142,1.216
168,07.07.2022,"62,9110","64,3260","74,9647","95,5793","46,3672","9,50",1.56771,,1.7398,-0.05635,1.222
169,06.07.2022,"58,5118","60,1618","70,8987","89,4609","42,9823","9,50",1.56243,,1.7164,-0.05717,1.21
170,05.07.2022,"55,0858","57,1836","66,8907","87,1399","40,8224","9,50",1.56343,,1.72,-0.05616,1.367
171,01.07.2022,"52,5123","54,6405","63,6502","82,8897","38,4339","9,50",1.56729,,1.6894,-0.05616,1.441
172,30.06.2022,"51,1580","53,8580","62,4179","76,9846","37,5858","9,50",1.579,,1.6692,-0.05616,1.901
173,29.06.2022,"52,9699","55,8886","65,1689","79,7616","39,1066","9,50",1.57029,,1.6729,-0.05616,1.372
174,28.06.2022,"53,3641","56,0535","65,5738","80,4837","39,6464","9,50",1.57086,,1.6644,-0.05616,1.438
175,24.06.2022,"53,3578","55,9886","65,3846","80,0483","39,4658","9,50",1.57614,,1.6272,-0.05616,1.435
176,23.06.2022,"53,2788","55,8307","65,4370","80,2259","39,0407","9,50",1.571,,1.6191,-0.05616,1.437
177,22.06.2022,"54,7081","57,4566","67,0448","82,6992","40,4676","9,50",1.57129,,1.6193,-0.05616,1.444
178,21.06.2022,"56,1727","58,8003","68,4296","84,7402","41,5325","9,50",1.575,,1.6247,-0.05616,1.438
179,17.06.2022,"56,8691","58,9568","68,6183","85,5449","42,3574","9,50",1.56743,,1.604,-0.05616,1.414
180,16.06.2022,"56,6624","59,1204","68,0005","85,4161","41,9753","9,50",1.56486,,1.6165,-0.05616,1.413
181,15.06.2022,"57,0926","59,2481","69,2590","86,0514","42,5683","9,50",0.82486,,1.5891,-0.05553,1.413
182,10.06.2022,"58,3895","62,0934","73,2730","90,8111","43,4316","11,00",0.81929,,1.5377,-0.05553,1.403
183,09.06.2022,"60,2282","63,9380","75,7671","92,6609","45,3184","11,00",0.82,,1.5025,-0.05553,1.414
184,08.06.2022,"60,9565","64,5699","76,5431","93,0036","46,0988","11,00",0.81957,,1.4723,-0.05553,1.419
185,07.06.2022,"61,1094","64,8669","76,3623","93,0979","46,7376","11,00",0.82657,,1.4489,-0.05553,1.421
186,03.06.2022,"61,5750","64,9053","77,5907","93,5701","47,3508","11,00",,,,,
187,02.06.2022,"61,4733","63,6629","77,4625","93,7092","47,6833","11,00",,,,,1.432
188,01.06.2022,"61,6069","62,7397","77,9204","94,0696","48,0553","11,00",0.81914,,1.4184,-0.05553,1.413
189,31.05.2022,"63,0975","64,7170","79,5975","95,6025","49,6752","11,00",0.822,,1.4247,-0.05553,1.588
190,27.05.2022,"62,0495","64,4392","77,8411","94,7641","48,6739","11,00",0.82557,,1.3844,-0.05553,1.381
191,26.05.2022,"56,2996","57,9210","70,5152","85,9020","44,3409","14,00",0.81729,,1.35,-0.05553,1.364
192,25.05.2022,"56,9690","58,8705","71,6157","87,0648","44,5523","14,00",0.81943,,1.347,-0.05553,1.347
193,24.05.2022,"58,2087","60,3851","72,5630","87,9854","45,5610","14,00",0.82386,,1.3391,-0.05553,1.325
194,20.05.2022,"62,4031","64,9358","77,4610","92,3950","48,6005","14,00",0.82471,,1.3557,-0.05553,1.322
195,19.05.2022,"63,5643","66,6135","79,2647","94,5947","49,1565","14,00",0.82,,1.3331,-0.05553,1.414
196,18.05.2022,"63,5428","66,3644","77,8399","94,4705","49,1285","14,00",0.82029,,1.3253,-0.05553,1.326
197,17.05.2022,"63,4445","65,8166","77,5292","93,6231","49,2009","14,00",0.82014,,1.3203,-0.05553,1.325
198,13.05.2022,"65,7916","68,7835","81,1868","96,9050","50,7103","14,00",0.82571,,1.2635,-0.05553,1.31
199,12.05.2022,"68,8389","72,6314","84,7613","10,2029","52,7906","14,00",0.82686,,1.2445,-0.05553,1.309
200,06.05.2022,"66,2378","70,0662","82,7906","99,9646","50,9247","14,00",0.81857,,1.2348,-0.05512,1.351
201,05.05.2022,"69,4160","72,7815","86,8672","10,4877","53,3682","14,00",0.81514,,1.2596,-0.05347,1.783
202,29.04.2022,"72,2953","75,3117","90,3908","10,9613","55,6546","17,00",0.33,,1.2305,-0.05347,1.838
203,28.04.2022,"72,8764","75,9224","91,9773","11,1223","57,1042","17,00",0.325,,1.2072,-0.05347,1.301
204,27.04.2022,"72,7089","76,6670","92,4639","11,1576","56,9819","17,00",0.32486,,1.2096,-0.05347,1.303
205,26.04.2022,"73,3611","77,4651","94,2177","11,2289","56,9662","17,00",0.33014,,1.2065,-0.05347,1.306
206,22.04.2022,"74,9990","81,2239","97,8587","11,6350","58,4651","17,00",0.32643,,1.2445,-0.05347,1.255
207,21.04.2022,"77,0809","83,2705","100,1281","12,0155","59,5679","17,00",0.32643,,1.1678,-0.05347,1.294
208,20.04.2022,"79,0287","85,9674","103,1166","12,3602","62,0612","17,00",0.32343,,1.1538,-0.05454,1.303
209,19.04.2022,"79,4529","86,4289","103,5907","12,4818","62,7392","17,00",0.331,,1.1585,-0.05608,1.294
210,15.04.2022,"81,2880","88,0024","105,9833","12,7499","64,8747","17,00",,,,,1.339
211,14.04.2022,"79,8471","86,7219","104,1046","12,5374","63,5725","17,00",0.32229,,1.1245,-0.04803,1.552
212,13.04.2022,"79,6274","86,7939","103,8421","12,5043","63,4330","17,00",0.32729,,1.1108,-0.04803,1.665
213,12.04.2022,"79,1596","85,9752","102,9629","12,4234","63,3277","17,00",0.32629,,1.0924,-0.06375,1.772
214,08.04.2022,"76,2547","83,2930","99,8479","11,9862","61,6748","20,00",0.32757,,1.0637,-0.06375,1.751
215,07.04.2022,"82,5962","90,5998","108,3249","12,9838","66,6098","20,00",0.32114,,1.0617,-0.06375,1.825
216,06.04.2022,"83,3520","91,7289","109,3245","13,0993","68,0147","20,00",0.328,,1.0588,-0.06375,1.848
217,05.04.2022,"83,5932","92,3872","109,5907","13,1372","68,2784","20,00",0.32614,,1.0511,-0.06375,
218,01.04.2022,"83,4097","92,4930","109,5586","13,1569","68,5343","20,00",0.32729,,1.0382,-0.06375,1.604
219,31.03.2022,"84,0851","93,6960","110,6224","13,2388","68,8799","20,00",0.33171,,1.0343,-0.06375,2.011
220,30.03.2022,"86,2843","96,0085","113,3603","13,5550","70,2898","20,00",0.32814,,1.0354,-0.06375,1.557
221,29.03.2022,"93,7125","102,6714","122,7165","14,7104","75,6936","20,00",0.32757,,1.0343,-0.06375,1.727
222,25.03.2022,"96,0458","105,4679","126,6940","15,0771","78,8068","20,00",0.32657,,1.0184,-0.06375,2.001
223,24.03.2022,"103,1618","113,2613","136,0395","16,1891","85,4731","20,00",0.32786,,1.0071,-0.06375,2.005
224,23.03.2022,"104,0741","114,7833","138,0023","16,3582","86,2790","20,00",0.32871,,1.0029,-0.06375,2.003
225,22.03.2022,"104,6819","115,6002","138,0021","16,4716","87,8278","20,00",0.32743,,1.0006,-0.06375,1.946
226,18.03.2022,"104,8012","115,9311","137,3839","16,5039","88,2128","20,00",0.32871,,0.9699,-0.06375,1.992
227,17.03.2022,"108,0521","118,7601","141,3646","17,0155","91,3567","20,00",0.326,,1.0441,-0.06375,2.009
228,16.03.2022,"111,4823","122,4522","145,7631","17,4743","94,4845","20,00",0.08029,,1.0426,-0.06375,2.04
229,15.03.2022,"115,1963","127,2343","151,5177","18,2218","99,4486","20,00",0.07957,,1.0366,-0.06375,2.063
230,11.03.2022,"120,3785","132,9581","158,3338","19,0415","10,3922","20,00",0.07929,,1.0006,-0.06375,2.051
231,10.03.2022,"116,0847","126,4395","152,4773","18,3719","10,0532","20,00",0.07929,,0.9848,-0.06375,2.025
232,05.03.2022,"105,8124","116,5312","140,9421","16,7449","91,6402","20,00",,,,,
233,04.03.2022,"111,7564","124,0161","149,7424","17,6869","96,5290","20,00",0.07814,,0.9375,-0.06375,1.902
234,03.03.2022,"103,2487","114,5544","137,2898","16,3599","89,6062","20,00",0.079,,0.9475,-0.06375,1.729
235,02.03.2022,"91,7457","102,9112","123,1411","14,5340","79,7962","20,00",0.07943,,0.8737,-0.06375,1.887
236,01.03.2022,"93,5589","104,4772","125,0415","14,8243","80,9718","20,00",0.077,,0.8658,-0.06375,1.801
237,25.02.2022,"86,9288","97,7688","117,1539","13,7485","75,7582","9,50",0.07714,,0.8538,-0.06375,2.231
238,23.02.2022,"80,4194","90,8820","109,2015","12,6927","70,0182","9,50",0.07743,,0.8757,-0.06375,2.043
239,22.02.2022,"76,7671","87,3379","104,6259","12,1208","66,7859","9,50",0.07657,,0.8899,-0.06375,2.039
240,18.02.2022,"75,7527","86,1308","102,8494","11,9516","65,8061","9,50",0.07557,,0.8677,,2.11
